"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","prop.sig.genes"
"249","LOC111130836","GO:0046961","proton-transporting ATPase activity, rotational mechanism",23,2,0.17,0.0126,"Molecular Functions",0.0869565217391304
"250","LOC111130836","GO:0046961","proton-transporting ATPase activity, rotational mechanism",23,2,0.17,0.0126,"Molecular Functions",0.0869565217391304
"251","LOC111131007","GO:1990247","N6-methyladenosine-containing RNA binding",3,1,0.02,0.0222,"Molecular Functions",0.333333333333333
"252","LOC111131730","GO:0003746","translation elongation factor activity",25,2,0.19,0.0148,"Molecular Functions",0.08
"253","LOC111131730","GO:0003746","translation elongation factor activity",25,2,0.19,0.0148,"Molecular Functions",0.08
"254","LOC111132291","GO:0003810","protein-glutamine gamma-glutamyltransferase activity",5,1,0.04,0.0367,"Molecular Functions",0.2
"255","LOC111132291","GO:0003810","protein-glutamine gamma-glutamyltransferase activity",5,1,0.04,0.0367,"Molecular Functions",0.2
"256","LOC111132342","GO:0005509","calcium ion binding",846,14,6.3,0.0043,"Molecular Functions",0.016548463356974
"257","LOC111133947","GO:0001641","group II metabotropic glutamate receptor activity",2,1,0.01,0.0148,"Molecular Functions",0.5
"258","LOC111134568","GO:0005509","calcium ion binding",846,14,6.3,0.0043,"Molecular Functions",0.016548463356974
"259","LOC111134891","GO:0051015","actin filament binding",117,7,0.87,2.8e-05,"Molecular Functions",0.0598290598290598
"260","LOC111135467","GO:0005524","ATP binding",1286,17,9.58,0.0152,"Molecular Functions",0.0132192846034215
"261","LOC111135618","GO:0005524","ATP binding",1286,17,9.58,0.0152,"Molecular Functions",0.0132192846034215
"262","LOC111135736","GO:0003723","RNA binding",833,18,6.21,0.0104,"Molecular Functions",0.021608643457383
"263","LOC111136013","GO:0005509","calcium ion binding",846,14,6.3,0.0043,"Molecular Functions",0.016548463356974
"264","LOC111136013","GO:0005509","calcium ion binding",846,14,6.3,0.0043,"Molecular Functions",0.016548463356974
"265","LOC111136084","GO:0005524","ATP binding",1286,17,9.58,0.0152,"Molecular Functions",0.0132192846034215
"266","LOC111136084","GO:0016887","ATPase activity",359,10,2.67,0.0017,"Molecular Functions",0.0278551532033426
"267","LOC111136084","GO:0042393","histone binding",71,3,0.53,0.016,"Molecular Functions",0.0422535211267606
"268","LOC111136156","GO:0005509","calcium ion binding",846,14,6.3,0.0043,"Molecular Functions",0.016548463356974
"269","LOC111136320","GO:0003723","RNA binding",833,18,6.21,0.0104,"Molecular Functions",0.021608643457383
"270","LOC111136320","GO:0003723","RNA binding",833,18,6.21,0.0104,"Molecular Functions",0.021608643457383
"271","LOC111136514","GO:0005524","ATP binding",1286,17,9.58,0.0152,"Molecular Functions",0.0132192846034215
"272","LOC111136938","GO:0030159","receptor signaling complex scaffold activity",4,1,0.03,0.0295,"Molecular Functions",0.25
"273","LOC111136988","GO:0030234","enzyme regulator activity",566,8,4.22,0.0174,"Molecular Functions",0.0141342756183746
"274","LOC111137042","GO:0005524","ATP binding",1286,17,9.58,0.0152,"Molecular Functions",0.0132192846034215
"275","LOC111138145","GO:1990050","phosphatidic acid transporter activity",3,1,0.02,0.0222,"Molecular Functions",0.333333333333333
"276","LOC111138235","GO:0008143","poly(A) binding",6,1,0.04,0.0439,"Molecular Functions",0.166666666666667
"277","LOC111138235","GO:0008266","poly(U) RNA binding",3,1,0.02,0.0222,"Molecular Functions",0.333333333333333
